EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,Display,Direction,Timestamp
-3830.11,-3856.21,-3856.3,-3853.44,-3843.52,-3818.13,-3853.44,-3832.79,0.027832,0.98877,-0.141357,-1.43433,-1.67847,2.65503,66.6667,76,1,Text,Right,723809
-3829.75,-3855.77,-3855.85,-3853.35,-3843.25,-3817.86,-3853.35,-3832.61,0.0273438,0.988281,-0.142334,-1.49536,-1.58691,2.74658,66.6667,77,1,Text,Right,725405
-3829.66,-3855.85,-3855.05,-3852.9,-3842.8,-3817.41,-3853.08,-3832.34,0.0280762,0.987305,-0.141113,-1.49536,-1.61743,2.7771,66.6667,78,1,Text,Right,727917
-3829.03,-3855.59,-3855.14,-3852.64,-3842.35,-3816.87,-3852.46,-3831.72,0.027832,0.987793,-0.14209,-1.40381,-1.5564,2.80762,66.6667,79,1,Text,Right,731619
-3828.76,-3855.32,-3855.14,-3852.64,-3842.44,-3817.23,-3852.19,-3832.07,0.0283203,0.987549,-0.140625,-1.46484,-1.64795,2.9602,66.6667,80,1,Text,Right,731782
-3828.76,-3855.23,-3854.69,-3852.19,-3842.35,-3817.32,-3852.46,-3831.8,0.026123,0.986084,-0.140137,-1.5564,-1.5564,2.7771,66.6667,81,1,Text,Right,732183
-3828.94,-3854.96,-3854.42,-3852.01,-3841.73,-3817.14,-3852.28,-3831.45,0.0241699,0.986816,-0.141113,-1.5564,-1.5564,2.92969,66.6667,82,1,Text,Right,786830
-3828.5,-3854.96,-3854.51,-3852.19,-3841.91,-3817.05,-3852.01,-3831.54,0.0244141,0.986328,-0.141846,-1.5564,-1.49536,2.86865,66.6667,83,1,Text,Right,789252
-3827.87,-3854.33,-3853.98,-3851.56,-3841.82,-3816.96,-3851.74,-3831.63,0.0266113,0.986084,-0.137939,-1.58691,-1.52588,2.7771,66.6667,84,1,Text,Right,791852
-3828.05,-3854.16,-3853.71,-3851.21,-3841.55,-3816.96,-3851.38,-3831.45,0.0244141,0.98584,-0.141602,-1.5564,-1.46484,2.80762,66.6667,85,1,Text,Right,792043
-3827.87,-3853.8,-3853.44,-3851.12,-3841.19,-3816.61,-3851.3,-3830.91,0.0236816,0.988037,-0.140137,-1.46484,-1.58691,2.86865,66.6667,86,1,Text,Right,795499
-3827.96,-3853.89,-3853.26,-3851.3,-3841.28,-3816.43,-3851.21,-3830.91,0.0246582,0.987549,-0.138184,-1.5564,-1.67847,2.9602,66.6667,87,1,Text,Right,795702
-3827.87,-3854.33,-3853.44,-3851.3,-3841.19,-3816.78,-3851.21,-3830.82,0.0251465,0.988525,-0.140381,-1.64795,-1.64795,2.86865,66.6667,88,1,Text,Right,795855
-3827.6,-3853.89,-3853.17,-3851.12,-3841.82,-3816.87,-3850.94,-3830.46,0.0251465,0.988525,-0.138672,-1.67847,-1.70898,2.99072,66.6667,89,1,Text,Right,917950
-3827.33,-3853.44,-3853.08,-3850.85,-3841.28,-3816.34,-3850.85,-3830.37,0.0251465,0.988281,-0.138428,-1.70898,-1.7395,2.86865,66.6667,90,1,Text,Right,924387
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,91,1,Text,Right,924598
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,92,0,Text,Right,926537
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,93,0,Text,Right,926717
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,94,0,Text,Right,926899
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,95,0,Text,Right,927075
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,96,0,Text,Right,927248
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,97,0,Text,Right,927420
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,98,0,Text,Right,927599
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,99,0,Text,Right,927774
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,100,0,Text,Right,927947
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,101,0,Text,Right,928120
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,102,0,Text,Right,928296
